,name,address,sido,gugun
41,개군점,경기도 양평군 개군면 하자포길 35,경기도,양평군
42,개금점,부산광역시 부산진구 개금3동 18,부산광역시,부산진구
43,개봉1점,"서울특별시 구로구 개봉로11길 13, 1층 3호(개봉동)",서울특별시,구로구
44,개신점,충청북도 청주시서원구 장구봉로 130(개신동),충청북도,청주시서원구
45,개포2점,서울특별시 강남구 선릉로6길 12. 1층(개포동),서울특별시,강남구
46,개포3점,서울특별시 강남구 개포로22길 23. 지상1층(개포동),서울특별시,강남구
47,거모점,경기도 시흥시 도일로 100-  ,경기도,시흥시
48,거진점,강원도 고성군 거진읍 거탄진로 117,강원도,고성군
49,거창점,경상남도 거창군 거창읍 중앙로 52-1,경상남도,거창군
50,건등점,"강원도 원주시 문막읍 왕건로 96, 지하1층",강원도,원주시
51,건영점,경기도 고양시일산서구 성저로 110번지,경기도,고양시일산서구
52,건천점,"경상북도 경주시 건천읍 내서로 1126, 101",경상북도,경주시
53,검암경서점,인천광역시 서구 검암동 643-2 우주프라자 104,인천광역시,서구
54,경기광주신현리점,경기도 광주시 오포읍 새말길 94,경기도,광주시
55,경남고성점,경상남도 고성군 고성읍 송학리 263-7,경상남도,고성군
56,경남금산점(진주),경상남도 진주시 금산면 금산로,경상남도,진주시
57,경남남해점,경상남도 남해군 남해읍 서변리 149-1,경상남도,남해군
58,경남단계점,경상남도 산청군 신등면 신등가회로 15,경상남도,산청군
59,경남사천점,경상남도 사천시 사천읍 정의1길 16,경상남도,사천시
60,경남양산점,경상남도 양산시 중앙로 111 1층,경상남도,양산시
61,경복점,"서울특별시 강남구 봉은사로43길 8, 1층 102호(논현동)",서울특별시,강남구
62,경안점,경기도 광주시 중앙로 179 (송정동),경기도,광주시
63,경포대점,강원도 강릉시  해안로 501  ,강원도,강릉시
64,계산1점,인천광역시 계양구 계산2동 933-25,인천광역시,계양구
65,계양1동점,인천광역시 계양구 황어로115번길 10,인천광역시,계양구
66,고강1점,경기도 부천시오정구 원종동 238-10,경기도,부천시오정구
67,고강2점,경기도 부천시오정구 고강본동 399,경기도,부천시오정구
68,고담리점,경기도 이천시 대월면 대산로288번길 72,경기도,이천시
69,고대점,충청남도 당진시 고대면 고대로 47,충청남도,당진시
70,고덕역점,서울특별시 강동구 고덕1동 643-2,서울특별시,강동구
71,고덕점,충청남도 예산군 고덕면 용고길 353,충청남도,예산군
72,고매리점,경기도 용인시기흥구 고매동 722-2,경기도,용인시기흥구
73,고북점,충청남도 서산시 고북면 기포리 300-2,충청남도,서산시
74,고은점,충청북도 청주시상당구 남일면 단재로 730-1,충청북도,청주시상당구
75,고읍점,경기도 양주시 고읍남로39번길 77(광사동),경기도,양주시
76,고잔2점,경기도 안산시단원구 고잔동 733-1 104,경기도,안산시단원구
77,고잔점,경기도 안산시단원구 고잔동 612 문화연립상가동 110,경기도,안산시단원구
78,고척동점,서울특별시 구로구 고척2동 164-41,서울특별시,구로구
79,고천점,"경기도 의왕시 효행로 44(오전동, 의왕빌딩3호)",경기도,의왕시
80,고한점,강원도 정선군 고한읍 고한로 151-1,강원도,정선군
81,곡반정점,경기도 수원시권선구 곡반정동 578 현대@상가107,경기도,수원시권선구
82,곤명점,경상남도 사천시 곤명면 정곡리 843-9,경상남도,사천시
83,곤지암점,"경기도 광주시 곤지암읍 곤지암로50번길, 25",경기도,광주시
84,공덕동점,서울특별시 마포구 공덕동 111-187,서울특별시,마포구
85,공덕역점,"서울특별시 마포구 마포대로11길 75 102 (공덕동, 공덕현대아파트상가)",서울특별시,마포구
86,공도점,경기도 안성시 공도읍 고무다리길 10-1,경기도,안성시
87,공릉철길공원점,서울특별시 노원구 동일로184길 69. 1층(공릉동),서울특별시,노원구
88,공성점,경상북도 상주시 공성면 옥산리 290-8,경상북도,상주시
89,공주1점,충청남도 공주시 웅진로 140(중동),충청남도,공주시
